Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
20--1859,2020/02/07,11:20 AM,BRONSON AVE @ HOLMWOOD AVE (0007215),7215,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,5,5,,,,367700.7096,5028729.55,45.39567937,-75.69661297,1112
20--186,2020/01/06,12:20 PM,DUNROBIN RD btwn VANCES SIDE RD & PORCUPINE TR (__3ZA3H0),__3ZA3H0,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,341206.8461,5032636.509,45.43271408,-76.03469675,1113
20--1860,2020/02/07,11:34 AM,EVELYN AVE @ MAIN ST (0007721),7721,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369038.7096,5030473.581,45.4112501,-75.67929818,1114
20--1861,2020/02/07,11:47 PM,METCALFE ST @ WELLINGTON ST (0002227),2227,02 - Intersection related,03 - P.D. only,03 - Rear end,06 - Strong wind,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367565.7011,5031817.59,45.42347673,-75.69794399,1115
20--1862,2020/02/07,11:50 AM,MORTON DR btwn MONTEBELLO LANE & MONTEBELLO LANE (__3ZACL5),__3ZACL5,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,352914.0724,5016503.051,45.28683548,-75.8866489,1116
20--1863,2020/02/07,11:51 PM,RIVER RD btwn WATERFRONT CRT & KELLY LANE (__3ZA2F5),__3ZA2F5,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,372980.9419,5006101.695,45.19158593,-75.63229034,1117
20--1864,2020/02/07,11:55 AM,ALBION RD @ MITCH OWENS RD (0004212),4212,02 - Intersection related,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375905.8185,5014804.711,45.26960451,-75.59382767,1118
20--1865,2020/02/07,Unknown,RUSSELL RD btwn SHELLEY AVE & THIRSK ST (__3ZA79M),__3ZA79M,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,372476.4237,5030082.371,45.40740618,-75.63543719,1119
20--1866,2020/02/07,Unknown,ELEANOR DR btwn LEAVER AVE & BURRIS LANE (__3ZAAMS),__3ZAAMS,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,364958.7209,5025011.472,45.36246574,-75.73208425,1120
20--1867,2020/02/07,Unknown,BANK ST btwn OSSINGTON AVE & CAMERON AVE (__3ZA3NX),__3ZA3NX,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,368896.7027,5028313.994,45.39183187,-75.68139292,1121
20--1868,2020/02/07,Unknown,ALSON MILLS WAY btwn NORTHGRAVES CRES & NORTHGRAVES CRES (__7IFXQB),__7IFXQB,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,354063.1137,5015701.654,45.27954472,-75.87208152,1122
20--1869,2020/02/07,Unknown,CUMBERLAND ST btwn BOTELER ST & BOLTON ST (__3ZBOW7),__3ZBOW7,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,367918.3166,5033130.329,45.43525657,-75.69327026,1123
20--187,2020/01/06,12:30 PM,BASELINE RD @ LOBLAWS SC (0009097),9097,03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364742.6592,5025129.492,45.36354617,-75.73482768,1124
20--1870,2020/02/07,12:00 PM,INNES RD btwn TRIM RD & VALIN ST (__5QEFH3),__5QEFH3,01 - Non intersection,03 - P.D. only,99 - Other,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,,2,0,0,0,,0,,,,,386764.4206,5037352.462,45.47128808,-75.45172615,1125
20--1871,2020/02/07,12:02 AM,CHAPEL ST @ LAURIER AVE (0007756),7756,03 - At intersection,02 - Non-fatal injury,02 - Angle,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,369118.7017,5032264.589,45.42735759,-75.67804252,1126
20--1872,2020/02/07,12:07 AM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,364654.144,5027817.462,45.38773963,-75.7356317,1127
20--1873,2020/02/07,12:10 PM,BRITTANY DR @ MONTREAL RD (0007685),7685,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371912.7079,5033994.591,45.44266083,-75.64210477,1128
20--1874,2020/02/07,12:14 AM,HIGHWAY 416 btwn HWY416 IC75B RAMP25 & HWY416 IC75A RAMP26 (__3ZAZLE),__3ZAZLE,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,358608.3443,5022277.818,45.33838446,-75.81343698,1129
20--1875,2020/02/07,12:25 PM,MARCH RD @ TERON RD (0011926),11926,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,351414.6147,5021779.487,45.33441522,-75.90526636,1130
20--1876,2020/02/07,12:30 AM,SIEVERIGHT AVE @ MONET CRT (0013027),13027,03 - At intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,02 - Stop sign,00 - Unknown,1,0,0,0,,0,,,,,372464.3001,5024439.615,45.3566361,-75.63636544,1131
20--1877,2020/02/07,12:30 PM,BRONSON AVE btwn RENFREW AVE & POWELL AVE (__3ZA3BZ),__3ZA3BZ,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,367366.1884,5029528.94,45.40290203,-75.70078375,1132
20--1878,2020/02/07,12:30 PM,CANOTEK RD btwn SHEFFORD RD & RAINBOW ST (__3ZA7SS),__3ZA7SS,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,376048.4639,5035100.845,45.45220494,-75.58908413,1133
20--1879,2020/02/07,12:40 PM,HIGHWAY 416 btwn HWY416 IC66 RAMP62 & HWY416 IC66 RAMP52 (__3ZAZMX),__3ZAZMX,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,359862.8603,5015121.465,45.2738938,-75.79822631,1134
20--188,2020/01/06,12:30 PM,CHAPEL ST @ RIDEAU ST (0011918),11918,03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368892.4032,5032643.284,45.43078572,-75.68088491,1135
20--1880,2020/02/07,12:50 PM,HERON RD @ FINN CRT (0012186),12186,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370831.4872,5026945.113,45.37933541,-75.65686871,1136
20--1881,2020/02/07,2:00 AM,LACASSE AVE btwn MONTREAL RD & PATTON ST (__3ZBOW2),__3ZBOW2,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,370713.0928,5033352.138,45.43699446,-75.65752369,1137
20--1882,2020/02/07,2:05 PM,HIGHWAY 417 btwn HWY417 IC144 RAMP25 & HWY417 IC142 RAMP51 (__3ZA20J),__3ZA20J,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,348464.0125,5016778.087,45.2896009,-75.94335058,1138
20--1883,2020/02/07,2:07 PM,ALTA VISTA DR btwn BANK ST & EDGE HILL PL (__3ZA0TQ),__3ZA0TQ,04 - At/near private drive,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,370331.8542,5026256.188,45.37318361,-75.66333908,1139
20--1884,2020/02/07,2:10 PM,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC115 RAMP61 (__3ZA2YH),__3ZA2YH,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,372598.2332,5031535.563,45.42046954,-75.63368135,1140
20--1885,2020/02/07,2:13 PM,BLACKWELL ST btwn BANTREE ST & LEEDS AVE (__3ZA783),__3ZA783,04 - At/near private drive,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,374549.9739,5029730.139,45.40403341,-75.60900069,1141
20--1886,2020/02/07,2:15 PM,HUNT CLUB RD @ RIVERSIDE DR (0002237),2237,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368036.7057,5021945.507,45.33460796,-75.69319016,1142
20--1887,2020/02/07,2:16 PM,MONTREAL RD @ ST. LAURENT BLVD (0002604),2604,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,371545.6981,5033817.589,45.44110338,-75.6468197,1143
20--1888,2020/02/07,2:20 PM,IRIS ST @ WOODROFFE AVE (0002736),2736,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,362282.7031,5024441.517,45.35756187,-75.76630657,1144
20--1889,2020/02/07,2:30 PM,MONTREAL RD @ CARSON'S RD/CODD'S RD (0010801),10801,02 - Intersection related,03 - P.D. only,04 - Sideswipe,03 - Snow,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,372770.7136,5034398.581,45.44621282,-75.63108242,1145
20--189,2020/01/06,12:37 PM,MURRAY ST @ PARENT AVE (0008231),8231,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367862.7053,5032488.59,45.42948745,-75.69406316,1146
20--1890,2020/02/07,2:39 PM,MCCARTHY RD @ WALKLEY RD (0006969),6969,03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369249.7148,5025300.513,45.36468508,-75.67727824,1147
20--1891,2020/02/07,2:42 AM,CORKSTOWN RD @ MARCH RD (0003153),3153,02 - Intersection related,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,05 - Packed snow,02 - Stop sign,00 - Unknown,1,0,0,0,,0,,,,,352657.614,5020883.483,45.32626913,-75.88949504,1148
20--1892,2020/02/07,2:47 PM,BANK ST @ HERON RD (0002155),2155,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,369995.7187,5026851.544,45.37857178,-75.66755154,1149
20--1893,2020/02/07,2:47 PM,MONTREAL RD btwn MONTREAL SQUARE SC & CENTER ST (__3ZA3AWB),__3ZA3AWB,04 - At/near private drive,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,,2,0,0,0,,0,,,,,371800.5879,5033941.213,45.44219131,-75.6435451,1150
20--1894,2020/02/07,2:59 PM,ELGIN ST @ LAURIER AVE (0002232),2232,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367948.7046,5031549.557,45.42103059,-75.6930846,1151
20--1895,2020/02/07,3:00 PM,BLAIR RD btwn BEAVERPOND DR & INNES RD (__3ZA2EZ),__3ZA2EZ,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,375415.5281,5031837.009,45.4229031,-75.59764345,1152
20--1896,2020/02/07,3:00 PM,CLARENCE ST @ SUSSEX DR (0011909),11909,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,367751.5637,5032322.026,45.42799877,-75.6955047,1153
20--1897,2020/02/07,3:00 PM,MONTREAL RD btwn MONTGOMERY ST & PALACE ST (__3ZA3KD),__3ZA3KD,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,369918.0916,5032978.924,45.43371092,-75.66773337,1154
20--1898,2020/02/07,3:04 PM,CARLING AVE @ BAYSHORE DR/BIRCHDALE AVE (0000021),21,03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,359004.8703,5023990.613,45.3537657,-75.80819021,1155
20--1899,2020/02/07,3:10 PM,ST. LAURENT BLVD @ COVENTRY RD/OGILVIE RD (0002151),2151,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,372305.7229,5031951.573,45.42424089,-75.63736158,1156
20--19,2020/01/01,9:29 PM,LAURIER AVE @ NICHOLAS ST (0010711),10711,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368373.6478,5031798.28,45.42323002,-75.68762311,1157
20--190,2020/01/06,12:39 PM,PRESTONE DR btwn ST. JOSEPH BLVD & RIVER RIDGE CRES (__3ZA6YV),__3ZA6YV,01 - Non intersection,02 - Non-fatal injury,01 - Approaching,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,382419.1145,5038197.618,45.47938851,-75.50715775,1158
20--1900,2020/02/07,3:10 PM,CAMPEAU DR/HWY 417 MARCH IC138R63 @ MARCH RD (0009710),9710,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,352841.617,5020476.464,45.32259412,-75.88718739,1159
20--1901,2020/02/07,3:15 PM,SLADE CRES btwn WALDEN DR & WALDEN DR (__3ZA5J3),__3ZA5J3,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,,2,0,0,0,,0,,,,,350316.2437,5021055.306,45.32797097,-75.91934581,1160
20--1902,2020/02/07,3:15 PM,INDUSTRIAL AVE btwn RUSSELL RD & ST. LAURENT BLVD (__3ZA3R7),__3ZA3R7,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,372778.189,5029994.959,45.40659044,-75.63159465,1161
20--1903,2020/02/07,3:15 PM,LAURIER AVE @ 89 E OF WALLER ST (0008639),8639,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368515.8543,5031898.404,45.42411797,-75.68579316,1162
20--1904,2020/02/07,3:16 PM,PALLADIUM DR @ SILVER SEVEN RD (0011839),11839,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,351051.6092,5017887.449,45.29941772,-75.91026092,1163
20--1905,2020/02/07,3:21 PM,CASTOR RD @ GREGOIRE RD (0010850),10850,03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,394110.827,5007047.334,45.19773461,-75.36325676,1164
20--1906,2020/02/07,3:25 PM,PRINCE OF WALES DR @ WEST HUNT CLUB RD (0000567),567,02 - Intersection related,03 - P.D. only,04 - Sideswipe,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367458.7014,5021891.504,45.3341739,-75.70057078,1165
20--1907,2020/02/07,3:30 AM,FALLOWFIELD RD @ VIA PARK PL/275 W OF WOODROFFE AVE (0010154),10154,02 - Intersection related,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,364847.2362,5017766.019,45.29728144,-75.73438608,1166
20--1908,2020/02/07,3:36 PM,EARL ARMSTRONG RD @ SHORELINE DR (0013041),13041,03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,368840.044,5015288.225,45.27463402,-75.68380184,1167
20--1909,2020/02/07,3:51 PM,QUEENSVIEW DR btwn PINECREST RD & END (__3ZABK9),__3ZABK9,04 - At/near private drive,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,360591.2186,5023881.679,45.3526611,-75.78795769,1168
20--191,2020/01/06,12:43 PM,GREENBANK RD btwn CANFIELD RD & BELLMAN DR (__3ZA4YT),__3ZA4YT,01 - Non intersection,03 - P.D. only,99 - Other,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,361226.0197,5021086.111,45.32745585,-75.78017542,1169
20--1910,2020/02/07,3:53 PM,CARP RD @ GALETTA SIDE RD (0001771),1771,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,328151.5825,5035348.655,45.45767688,-76.20141991,1170
20--1911,2020/02/07,3:58 PM,HUNT CLUB RD btwn TURN LANE & TURN LANE (1) (__5AEE5B),__5AEE5B,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,371707.0424,5024267.733,45.35516224,-75.64605289,1171
20--1912,2020/02/07,4:15 PM,CARLING AVE @ CONNAUGHT AVE (0002143),2143,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,360770.6835,5025117.516,45.36376681,-75.78552749,1172
20--1913,2020/02/07,4:20 PM,PRINCE OF WALES DR @ STRANDHERD DR (0013339),13339,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367175.2837,5014824.197,45.27060837,-75.70507562,1173
20--1914,2020/02/07,4:48 PM,MAXWELL BRIDGE RD btwn MARCH RD & WINDANCE CRES (__5J15LI),__5J15LI,01 - Non intersection,03 - P.D. only,05 - Turning movement,01 - Clear,05 - Dusk,05 - Packed snow,10 - No control,,2,0,0,0,,0,,,,,348950.5348,5024430.603,45.35842997,-75.93646615,1174
20--1915,2020/02/07,5:00 PM,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16 (__3ZA2W5),__3ZA2W5,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,02 - Minor,2,,2,,,384526.959,5025234.148,45.3625169,-75.48229788,1175
20--1916,2020/02/07,5:15 AM,REGIONAL ROAD 174 btwn OR174 IC101 RAMP63 & OR174 IC101 RAMP45 (__3ZA11Q),__3ZA11Q,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,382904.8146,5038984.426,45.48641333,-75.50082086,1176
20--1917,2020/02/07,5:45 PM,CUMMINGS AVE @ OGILVIE RD (0009923),9923,02 - Intersection related,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,372748.7166,5032170.583,45.42616855,-75.63167112,1177
20--1918,2020/02/07,5:45 PM,CARLING AVE @ MAITLAND AVE/SHERBOURNE RD (0002641),2641,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,05 - Dusk,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,362942.6907,5026488.518,45.37592614,-75.75764248,1178
20--1919,2020/02/07,6:00 PM,OGILVIE RD btwn APPLEFORD ST & JASMINE CRES (__3ZA2DS),__3ZA2DS,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,05 - Dusk,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,375347.5798,5033713.769,45.43979596,-75.59824273,1179
20--192,2020/01/06,12:44 PM,CUMBERLAND ST @ ST. PATRICK ST (0008238),8238,03 - At intersection,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368128.7073,5032748.575,45.43180266,-75.69063058,1180
20--1920,2020/02/07,6:15 AM,OTTAWA ROAD 29 btwn GALETTA SIDE RD & GALETTA SIDE RD (__3ZA2RW),__3ZA2RW,01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,319610.4016,5027824.436,45.39020341,-76.31085538,1181
20--1921,2020/02/07,6:37 PM,BASELINE RD @ GREENBANK RD (0002357),2357,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,03 - Snow,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,360597.6764,5022584.499,45.34098858,-75.78802162,1182
20--1922,2020/02/07,6:38 PM,CYRVILLE RD btwn STAR TOP RD & MEADOWBROOK RD (__3ZA3SN),__3ZA3SN,04 - At/near private drive,02 - Non-fatal injury,05 - Turning movement,03 - Snow,07 - Dark,05 - Packed snow,10 - No control,,2,0,0,0,02 - Minor,2,1,1,,,374601.5452,5031252.107,45.41772215,-75.60812647,1183
20--1923,2020/02/07,6:38 PM,EAGLESON RD @ MICHAEL COWPLAND DR/STONEHAVEN D (0003544),3544,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,354382.6314,5016623.452,45.28781681,-75.86791702,1184
20--1924,2020/02/07,6:45 PM,VISA CRT btwn NAGEL AVE & END (__3ZBO5F),__3ZBO5F,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,07 - Dark,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,382982.4542,5037233.001,45.4706469,-75.50010656,1185
20--1925,2020/02/07,6:47 AM,QUEEN MARY ST @ VANIER PKWY (0007648),7648,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,03 - Snow,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,370363.7196,5031957.582,45.42447967,-75.66217444,1186
20--1926,2020/02/07,6:50 AM,BEARBROOK RD/ROCKCLIFFE PKWY @ ST. JOSEPH BLVD (0012382),12382,03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,03 - Dawn,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,377128.7276,5035239.587,45.45334228,-75.57525428,1187
20--1927,2020/02/07,7:02 PM,BAYCREST DR @ CEDARWOOD DR (0006999),6999,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,371229.7196,5026789.537,45.37789795,-75.65180532,1188
20--1928,2020/02/07,7:10 PM,ALBION RD/COLLISTON CRES E @ WALKLEY RD (0011422),11422,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371033.728,5026354.543,45.37400258,-75.65436587,1189
20--1929,2020/02/07,7:30 AM,HERON RD @ KALADAR AVE (0006960),6960,03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369685.7308,5026804.537,45.37817761,-75.67151537,1190
20--193,2020/01/06,12:50 PM,ELGIN ST btwn WELLINGTON ST & SPARKS ST (__3ZA1XE),__3ZA1XE,01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,3,0,0,0,,0,,,,,367681.7674,5031866.657,45.42390779,-75.69645471,1191
20--1930,2020/02/07,7:30 PM,HIGHWAY 417 btwn HWY417 IC126 RAMP61 & HWY417 IC124 RAMP76 (__3ZA2Y2),__3ZA2Y2,01 - Non intersection,03 - P.D. only,99 - Other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,363237.3127,5025968.262,45.37122043,-75.75394267,1192
20--1931,2020/02/07,7:35 PM,COLONEL BY DR btwn HAWTHORNE AVE & ECHO DR (__3ZA22S),__3ZA22S,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,3,0,0,0,,0,,,,,368768.8222,5030522.514,45.41171511,-75.6827395,1193
20--1932,2020/02/07,7:39 AM,VANIER PKWY NB btwn QUEEN MARY ST & PRESLAND RD (__3ZA4TMA),__3ZA4TMA,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,3,0,0,0,,0,,,,,370436.6553,5031772.002,45.42280306,-75.66126724,1194
